2018-02-06 17:38:40.2337 |  Info | Program | Grand Theft Multiplayer Server v0.1.640.64 
   bei HouseScript.House.SetOwnerHandle(Client player)
   bei HouseScript.Main.<>c__DisplayClassc.<House_PlayerJoin>b__a()
   bei GrandTheftMultiplayer.Server.API.ServerAPI.<>c__DisplayClass452_0.<delay>b__0(Object sender, ElapsedEventArgs args)
2018-02-07 20:11:27.4544 | Debug | GameServer | Announcing self to master server... 
2018-02-07 20:12:27.3983 |  Info | GameServer | Stopping house 
2018-02-07 20:12:27.5076 | Error | ScriptingEngine | Unhandled exception caught in Main from resource house System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.House.Destroy(Boolean exit)
   bei HouseScript.Main.House_Exit()
   bei GrandTheftMultiplayer.Server.API.API.invokeResourceStop()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStop>b__28_2()
2018-02-07 20:12:28.0390 |  Info | GameServer | Stopped house. 
2018-02-07 20:12:31.8206 |  Info | GameServer | Starting house 
2018-02-07 20:12:31.8987 |  Info | GameServer | Resource house started. 
2018-02-07 20:12:31.9144 |  Info | Main | -> Player House Limit: 1 
2018-02-07 20:12:31.9144 |  Info | Main | -> House Safe Limit: $5.000.000 
2018-02-07 20:12:31.9144 |  Info | Main | -> House Weapon Limit: 10 
2018-02-07 20:12:31.9144 |  Info | Main | -> House Furniture Limit: 25 
2018-02-07 20:12:31.9144 |  Info | Main | -> Dimension Reset On Death: Enabled 
2018-02-07 20:12:31.9144 |  Info | Main | -> Save Interval: 00:02:00 
2018-02-07 20:12:31.9300 |  Info | Main | Loaded 2 houses. 
2018-02-07 20:12:34.1490 | Error | ServerAPI | EXCEPTION IN SHARED API System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.House.SetOwnerHandle(Client player)
   bei HouseScript.Main.<>c__DisplayClassc.<House_PlayerJoin>b__a()
   bei GrandTheftMultiplayer.Server.API.ServerAPI.<>c__DisplayClass452_0.<delay>b__0(Object sender, ElapsedEventArgs args)
2018-02-07 20:13:27.4671 | Debug | GameServer | Announcing self to master server... 
2018-02-07 20:13:43.5469 |  Info | GameServer | Stopping house 
2018-02-07 20:13:43.6563 | Error | ScriptingEngine | Unhandled exception caught in Main from resource house System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.House.Destroy(Boolean exit)
   bei HouseScript.Main.House_Exit()
   bei GrandTheftMultiplayer.Server.API.API.invokeResourceStop()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStop>b__28_2()
2018-02-07 20:13:44.1876 |  Info | GameServer | Stopped house. 
2018-02-07 20:13:44.1876 |  Info | GameServer | Starting house 
2018-02-07 20:13:44.2657 |  Info | GameServer | Resource house started. 
2018-02-07 20:13:44.2814 |  Info | Main | -> Player House Limit: 1 
2018-02-07 20:13:44.2814 |  Info | Main | -> House Safe Limit: $5.000.000 
2018-02-07 20:13:44.2814 |  Info | Main | -> House Weapon Limit: 10 
2018-02-07 20:13:44.2814 |  Info | Main | -> House Furniture Limit: 25 
2018-02-07 20:13:44.2814 |  Info | Main | -> Dimension Reset On Death: Enabled 
2018-02-07 20:13:44.2814 |  Info | Main | -> Save Interval: 00:02:00 
2018-02-07 20:13:44.2970 |  Info | Main | Loaded 2 houses. 
2018-02-07 20:13:46.6254 | Error | ServerAPI | EXCEPTION IN SHARED API System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.House.SetOwnerHandle(Client player)
   bei HouseScript.Main.<>c__DisplayClassc.<House_PlayerJoin>b__a()
   bei GrandTheftMultiplayer.Server.API.ServerAPI.<>c__DisplayClass452_0.<delay>b__0(Object sender, ElapsedEventArgs args)
2018-02-07 20:14:02.7364 |  Info | GameServer | Stopping house 
2018-02-07 20:14:02.8458 | Error | ScriptingEngine | Unhandled exception caught in Main from resource house System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.House.Destroy(Boolean exit)
   bei HouseScript.Main.House_Exit()
   bei GrandTheftMultiplayer.Server.API.API.invokeResourceStop()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStop>b__28_2()
2018-02-07 20:14:03.3615 |  Info | GameServer | Stopped house. 
2018-02-07 20:14:03.3615 |  Info | GameServer | Starting house 
2018-02-07 20:14:03.4396 |  Info | GameServer | Resource house started. 
2018-02-07 20:14:03.4553 |  Info | Main | -> Player House Limit: 1 
2018-02-07 20:14:03.4553 |  Info | Main | -> House Safe Limit: $5.000.000 
2018-02-07 20:14:03.4553 |  Info | Main | -> House Weapon Limit: 10 
2018-02-07 20:14:03.4553 |  Info | Main | -> House Furniture Limit: 25 
2018-02-07 20:14:03.4553 |  Info | Main | -> Dimension Reset On Death: Enabled 
2018-02-07 20:14:03.4553 |  Info | Main | -> Save Interval: 00:02:00 
2018-02-07 20:14:03.4709 |  Info | Main | Loaded 2 houses. 
2018-02-07 20:14:05.8149 | Error | ServerAPI | EXCEPTION IN SHARED API System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.House.SetOwnerHandle(Client player)
   bei HouseScript.Main.<>c__DisplayClassc.<House_PlayerJoin>b__a()
   bei GrandTheftMultiplayer.Server.API.ServerAPI.<>c__DisplayClass452_0.<delay>b__0(Object sender, ElapsedEventArgs args)
2018-02-07 20:14:12.4250 |  Info | GameServer | Player disconnected: JasperRemy (Max) [46.5.19.4], reason: Quit 
2018-02-07 20:14:20.2383 |  Info | Program | Grand Theft Multiplayer Server v0.1.640.64 
2018-02-07 20:14:20.2695 |  Info | Program |   Interface:         0.0.0.0 
2018-02-07 20:14:20.2695 |  Info | Program |   Port:                29600 
2018-02-07 20:14:20.2695 |  Info | Program |   Name:      ~r~Test Server ~b~ LSRP~g~ http://lossantos-rp.de/ 
2018-02-07 20:14:20.2695 |  Info | Program |   FQDN:                      
2018-02-07 20:14:20.2695 |  Info | Program |   Players:                10 
2018-02-07 20:14:20.2695 |  Info | Program |   Announce:             True 
2018-02-07 20:14:20.2695 |  Warn | Program | Port is not the default one, players on your local network won't be able to automatically detect you! 
2018-02-07 20:14:20.2695 |  Info | Program | Starting... 
2018-02-07 20:14:20.5665 |  Info | ConstantData | Loaded Language de 
2018-02-07 20:14:20.6758 | Debug | GameServer | Announcing self to master server... 
2018-02-07 20:14:20.6758 |  Info | GameServer | Loading resources... 
2018-02-07 20:14:20.7071 |  Info | GameServer | Starting admin 
2018-02-07 20:14:20.8321 |  Info | GameServer | Resource admin started. 
2018-02-07 20:14:20.8321 |  Info | GameServer | Starting LSRP 
2018-02-07 20:14:21.1915 |  Info | ServerAPI | Database initialized! 
2018-02-07 20:14:21.2071 |  Info | ServerAPI | [WHITELIST] Whitelist is aus 
2018-02-07 20:14:21.2071 |  Info | ServerAPI | Loading homes... 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:1 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:2 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:3 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:4 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:5 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:6 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:7 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:8 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:9 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:10 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:11 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:12 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:13 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:14 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:15 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:16 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:17 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:18 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:19 
2018-02-07 20:14:21.2228 |  Info | ServerAPI | Loaded Home ID:20 
2018-02-07 20:14:21.2228 |  Info | GameServer | Resource LSRP started. 
2018-02-07 20:14:21.2228 |  Info | Program | Started! Waiting for connections. 
2018-02-07 20:14:21.2384 |  Info | IPLloading | IPL Interios werden geladen... 
2018-02-07 20:14:21.2384 |  Info | Property | Loading oldskool properties... 
2018-02-07 20:14:21.2384 |  Info | IPLloading | IPL Interios erfolgreich geladen... 
2018-02-07 20:14:21.2384 |  Info | Items | Items Lod 
2018-02-07 20:14:21.2540 |  Info | Items | Klamottenladen Lod 
2018-02-07 20:14:21.3009 |  Info | VehicleSpawner | load Owned Vehicles 
2018-02-07 20:14:21.3478 |  Info | Property | Loading oldskool properties... 
2018-02-07 20:14:21.3634 | Error | ScriptingEngine | EXCEPTION IN RESOURCE LSRP INSIDE SCRIPTENGINE Property Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für doormanager.
   bei CallSite.Target(Closure , CallSite , Object )
   bei System.Dynamic.UpdateDelegates.UpdateAndExecute1[T0,TRet](CallSite site, T0 arg0)
   bei IcaroRPG.Property.Newskool..ctor(Boolean locked, Boolean forsale, Int32 hid, Int32 price, Vector3 ev, Int32 doormodel)
   bei IcaroRPG.Property.OnStart()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStart>b__26_0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass19_0.<MainThreadLoop>b__0(Object <p0>)
2018-02-07 20:14:24.5044 |  Info | GameServer | Initiating connection: [46.5.19.4:2233] 
2018-02-07 20:14:24.6137 |  Info | GameServer | Processing connection: JasperRemy (Max) [46.5.19.4] 
2018-02-07 20:14:24.7544 |  Info | GameServer | Connection established: JasperRemy (Max) [46.5.19.4] 
2018-02-07 20:14:26.4890 |  Info | GameServer | Initiating connection: [176.198.246.88:56168] 
2018-02-07 20:14:26.5514 |  Info | GameServer | Processing connection: ollii12387 (Kevin_Kings) [176.198.246.88] 
2018-02-07 20:14:26.6296 |  Info | GameServer | Connection established: ollii12387 (Kevin_Kings) [176.198.246.88] 
2018-02-07 20:14:30.4112 |  Warn | GameServer | Network warning ( 1401 ): Suspected connection exploit attack [176.57.191.226], type: Malformed packet; stated payload length: 2784, remaining bytes: 4, action: blocked. 
2018-02-07 20:14:38.0370 |  Info | GameServer | Starting house 
2018-02-07 20:14:38.1152 |  Info | GameServer | Resource house started. 
2018-02-07 20:14:38.1464 |  Info | Main | -> Player House Limit: 1 
2018-02-07 20:14:38.1464 |  Info | Main | -> House Safe Limit: $5.000.000 
2018-02-07 20:14:38.1464 |  Info | Main | -> House Weapon Limit: 10 
2018-02-07 20:14:38.1464 |  Info | Main | -> House Furniture Limit: 25 
2018-02-07 20:14:38.1464 |  Info | Main | -> Dimension Reset On Death: Enabled 
2018-02-07 20:14:38.1464 |  Info | Main | -> Save Interval: 00:02:00 
2018-02-07 20:14:38.1621 |  Info | Main | Loaded 2 houses. 
2018-02-07 20:14:40.3654 | Error | ServerAPI | EXCEPTION IN SHARED API System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.House.SetOwnerHandle(Client player)
   bei HouseScript.Main.<>c__DisplayClassc.<House_PlayerJoin>b__a()
   bei GrandTheftMultiplayer.Server.API.ServerAPI.<>c__DisplayClass452_0.<delay>b__0(Object sender, ElapsedEventArgs args)
2018-02-07 20:16:20.6885 | Debug | GameServer | Announcing self to master server... 
2018-02-07 20:17:04.7713 |  Info | GameServer | Stopping house 
2018-02-07 20:17:04.8807 | Error | ScriptingEngine | Unhandled exception caught in Main from resource house System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.House.Destroy(Boolean exit)
   bei HouseScript.Main.House_Exit()
   bei GrandTheftMultiplayer.Server.API.API.invokeResourceStop()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStop>b__28_2()
2018-02-07 20:17:05.3338 |  Info | GameServer | Stopped house. 
2018-02-07 20:17:05.3338 |  Info | GameServer | Starting house 
2018-02-07 20:17:05.3338 |  Info | GameServer | Starting MoneyAPI 
2018-02-07 20:17:05.3338 | Error | GameServer | ERROR STARTING RESOURCE MoneyAPI System.IO.FileNotFoundException: Resource does not exist.
   bei GrandTheftMultiplayer.Server.GameServer.StartResource(String resourceName, String father)
2018-02-07 20:17:05.3338 |  Info | GameServer | Resource house started. 
2018-02-07 20:17:05.3651 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE HouseTypes System.MissingMethodException: Methode nicht gefunden: "GrandTheftMultiplayer.Server.Elements.Marker GrandTheftMultiplayer.Server.API.ServerAPI.createMarker(Int32, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, Int32, Int32, Int32, Int32, Int32)".
   bei HouseScript.HouseType.Create()
   bei HouseScript.HouseTypes.HouseTypes_Init()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStart>b__26_0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:17:05.3651 |  Info | Main | -> Player House Limit: 3 
2018-02-07 20:17:05.3651 |  Info | Main | -> House Safe Limit: $5.000.000 
2018-02-07 20:17:05.3651 |  Info | Main | -> House Weapon Limit: 10 
2018-02-07 20:17:05.3651 |  Info | Main | -> House Furniture Limit: 25 
2018-02-07 20:17:05.3651 |  Info | Main | -> Dimension Reset On Death: Enabled 
2018-02-07 20:17:05.3651 |  Info | Main | -> Save Interval: 00:02:00 
2018-02-07 20:17:05.3651 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main System.MissingMethodException: Methode nicht gefunden: "GrandTheftMultiplayer.Server.Elements.Marker GrandTheftMultiplayer.Server.API.ServerAPI.createMarker(Int32, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, Int32, Int32, Int32, Int32, Int32)".
   bei HouseScript.House..ctor(Guid id, String owner, Int32 type, Vector3 position, Int32 price, Boolean locked, String name, List`1 furnitures, Int64 money, List`1 weapons)
   bei Void .ctor(System.Guid, System.String, Int32, GrandTheftMultiplayer.Shared.Math.Vector3, Int32, Boolean, System.String, System.Collections.Generic.List`1[HouseScript.HouseFurniture], Int64, System.Collections.Generic.List`1[HouseScript.HouseWeapon])(Object[] )
   bei Newtonsoft.Json.Serialization.JsonSerializerInternalReader.CreateObjectUsingCreatorWithParameters(JsonReader reader, JsonObjectContract contract, JsonProperty containerProperty, ObjectConstructor`1 creator, String id)
   bei Newtonsoft.Json.Serialization.JsonSerializerInternalReader.CreateObject(JsonReader reader, Type objectType, JsonContract contract, JsonProperty member, JsonContainerContract containerContract, JsonProperty containerMember, Object existingValue)
   bei Newtonsoft.Json.Serialization.JsonSerializerInternalReader.Deserialize(JsonReader reader, Type objectType, Boolean checkAdditionalContent)
   bei Newtonsoft.Json.JsonSerializer.DeserializeInternal(JsonReader reader, Type objectType)
   bei Newtonsoft.Json.JsonConvert.DeserializeObject(String value, Type type, JsonSerializerSettings settings)
   bei Newtonsoft.Json.JsonConvert.DeserializeObject[T](String value, JsonSerializerSettings settings)
   bei HouseScript.Main.House_Init()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStart>b__26_0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:17:05.7558 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main System.MissingMethodException: Methode nicht gefunden: "Void GrandTheftMultiplayer.Server.API.ServerAPI.delay(Int32, Boolean, System.Action)".
   bei HouseScript.Main.House_PlayerJoin(Client player)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass53_0.<InvokePlayerDownloadFinished>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:17:06.3652 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main System.MissingMethodException: Methode nicht gefunden: "Void GrandTheftMultiplayer.Server.API.ServerAPI.delay(Int32, Boolean, System.Action)".
   bei HouseScript.Main.House_PlayerJoin(Client player)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass53_0.<InvokePlayerDownloadFinished>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:17:20.3198 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Commands System.Reflection.TargetInvocationException: Ein Aufrufziel hat einen Ausnahmefehler verursacht. ---> System.MissingMethodException: Methode nicht gefunden: "GrandTheftMultiplayer.Server.Elements.Marker GrandTheftMultiplayer.Server.API.ServerAPI.createMarker(Int32, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, Int32, Int32, Int32, Int32, Int32)".
   bei HouseScript.House..ctor(Guid id, String owner, Int32 type, Vector3 position, Int32 price, Boolean locked, String name, List`1 furnitures, Int64 money, List`1 weapons)
   bei HouseScript.Commands.CMD_CreateHouse(Client player, Int32 type, Int32 price)
   --- Ende der internen Ausnahmestapelüberwachung ---
   bei System.RuntimeMethodHandle.InvokeMethod(Object target, Object[] arguments, Signature sig, Boolean constructor)
   bei System.Reflection.RuntimeMethodInfo.UnsafeInvokeInternal(Object obj, Object[] parameters, Object[] arguments)
   bei System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass22_0.<InvokeVoidMethod>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:17:24.3358 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Commands System.Reflection.TargetInvocationException: Ein Aufrufziel hat einen Ausnahmefehler verursacht. ---> System.MissingMethodException: Methode nicht gefunden: "GrandTheftMultiplayer.Server.Elements.Marker GrandTheftMultiplayer.Server.API.ServerAPI.createMarker(Int32, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, GrandTheftMultiplayer.Shared.Math.Vector3, Int32, Int32, Int32, Int32, Int32)".
   bei HouseScript.House..ctor(Guid id, String owner, Int32 type, Vector3 position, Int32 price, Boolean locked, String name, List`1 furnitures, Int64 money, List`1 weapons)
   bei HouseScript.Commands.CMD_CreateHouse(Client player, Int32 type, Int32 price)
   --- Ende der internen Ausnahmestapelüberwachung ---
   bei System.RuntimeMethodHandle.InvokeMethod(Object target, Object[] arguments, Signature sig, Boolean constructor)
   bei System.Reflection.RuntimeMethodInfo.UnsafeInvokeInternal(Object obj, Object[] parameters, Object[] arguments)
   bei System.Reflection.RuntimeMethodInfo.Invoke(Object obj, BindingFlags invokeAttr, Binder binder, Object[] parameters, CultureInfo culture)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass22_0.<InvokeVoidMethod>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:18:20.7012 | Debug | GameServer | Announcing self to master server... 
2018-02-07 20:18:48.7666 |  Info | GameServer | Stopping house 
2018-02-07 20:18:49.2042 | Error | ScriptingEngine | Unhandled exception caught in HouseTypes from resource house System.NullReferenceException: Der Objektverweis wurde nicht auf eine Objektinstanz festgelegt.
   bei HouseScript.HouseType.Destroy()
   bei HouseScript.HouseTypes.HouseTypes_Exit()
   bei GrandTheftMultiplayer.Server.API.API.invokeResourceStop()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<InvokeResourceStop>b__28_2()
2018-02-07 20:18:49.3136 |  Info | GameServer | Stopped house. 
2018-02-07 20:18:49.3136 |  Info | GameServer | Starting house 
2018-02-07 20:18:49.3136 |  Info | GameServer | Starting MoneyAPI 
2018-02-07 20:18:49.3136 | Error | GameServer | ERROR STARTING RESOURCE MoneyAPI System.IO.FileNotFoundException: Resource does not exist.
   bei GrandTheftMultiplayer.Server.GameServer.StartResource(String resourceName, String father)
2018-02-07 20:18:49.3917 |  Info | GameServer | Resource house started. 
2018-02-07 20:18:49.4073 |  Info | Main | -> Player House Limit: 1 
2018-02-07 20:18:49.4073 |  Info | Main | -> House Safe Limit: $5.000.000 
2018-02-07 20:18:49.4073 |  Info | Main | -> House Weapon Limit: 10 
2018-02-07 20:18:49.4073 |  Info | Main | -> House Furniture Limit: 25 
2018-02-07 20:18:49.4073 |  Info | Main | -> Dimension Reset On Death: Enabled 
2018-02-07 20:18:49.4073 |  Info | Main | -> Save Interval: 00:02:00 
2018-02-07 20:18:49.4073 |  Info | Main | Loaded 1 houses. 
2018-02-07 20:19:10.3314 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei System.Dynamic.UpdateDelegates.UpdateAndExecute1[T0,TRet](CallSite site, T0 arg0)
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:10.3470 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:11.5190 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:11.5347 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:12.7067 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:12.7067 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:12.9723 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:12.9723 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:13.0817 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
2018-02-07 20:19:13.0973 | Error | ScriptingEngine | EXCEPTION IN RESOURCE house INSIDE SCRIPTENGINE Main Microsoft.CSharp.RuntimeBinder.RuntimeBinderException: System.Dynamic.ExpandoObject enthält keine Definition für MoneyAPI.
   bei CallSite.Target(Closure , CallSite , Object )
   bei HouseScript.Main.House_ClientEvent(Client player, String event_name, Object[] args)
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.<>c__DisplayClass58_0.<InvokeClientEvent>b__0()
   bei GrandTheftMultiplayer.Server.Models.ScriptingEngine.MainThreadLoop()
